nums,chans,neuts,suss,thOKs,thneus,thnos,numlegends,m_nums,m_chans,m_neuts,m_suss,m_thOKs,m_thneus,m_thnos,m_numlegends,m_toslegends,indegrees,c_ages,c_males,c_years,c_debts,c_s0s,c_s1s,c_s2s,c_s3s,c_s4s,c_s5s,c_s6s,c_s7s,c_s8s,c_s9s,c_s10s,c_snums
8,2,1,0,3,2,0,0,1,0.25,0.125,0,0.375,0.25,0,0,0,8,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
7,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,1,7,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
156,8,59,7,32,35,15,1,6.24,0.32,2.36,0.28,1.28,1.4,0.6,0.04,0,25,,,,,0,1,0,1,0,0,0,1,0,0,0,3
30,2,16,0,3,9,0,0,3.75,0.25,2,0,0.375,1.125,0,0,0,8,45,1,,5,0,0,0,1,0,0,0,0,1,0,0,2
96,5,28,1,10,48,4,6,3.84,0.2,1.12,0.04,0.4,1.92,0.16,0.24,0,25,,,,,0,1,1,1,1,0,1,0,0,0,0,5
6,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
124,4,46,2,18,51,3,0,8.85714285714286,0.285714285714286,3.28571428571429,0.142857142857143,1.28571428571429,3.64285714285714,0.214285714285714,0,0,14,,,,7,0,0,1,1,1,0,0,1,1,1,0,6
36,3,18,0,2,12,1,0,3.27272727272727,0.272727272727273,1.63636363636364,0,0.181818181818182,1.09090909090909,0.0909090909090909,0,0,11,,,,,0,0,0,1,0,0,0,0,0,0,0,1
140,6,57,1,23,42,11,0,3.88888888888889,0.166666666666667,1.58333333333333,0.0277777777777777,0.638888888888889,1.16666666666667,0.305555555555556,0,0,36,45,1,3000,5,0,0,0,1,1,0,0,0,0,0,0,2
39,4,15,2,12,6,0,0,3.25,0.333333333333333,1.25,0.166666666666667,1,0.5,0,0,0,12,,,,,0,0,0,1,1,0,0,0,0,0,0,2
4,0,1,0,0,3,0,4,4,0,1,0,0,3,0,4,0,1,,1,,,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,25,1,50,1,0,1,0,1,1,0,0,0,0,0,0,3
38,11,4,1,8,13,1,0,2.23529411764706,0.647058823529412,0.235294117647059,0.0588235294117647,0.470588235294118,0.764705882352941,0.0588235294117647,0,0,17,,,,,0,0,0,1,1,0,1,0,1,0,1,5
31,0,6,0,1,22,2,14,2.81818181818182,0,0.545454545454545,0,0.0909090909090909,2,0.181818181818182,1.27272727272727,0,11,,,,5,0,0,0,1,0,0,0,0,0,1,0,2
71,6,33,0,11,15,6,0,3.38095238095238,0.285714285714286,1.57142857142857,0,0.523809523809524,0.714285714285714,0.285714285714286,0,0,21,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
62,2,20,0,12,23,5,12,10.3333333333333,0.333333333333333,3.33333333333333,0,2,3.83333333333333,0.833333333333333,2,0,6,,,,,0,0,1,1,1,0,0,1,1,1,0,6
7714,204,3181,51,1091,2843,344,58,42.1530054644809,1.11475409836066,17.3825136612022,0.278688524590164,5.96174863387978,15.5355191256831,1.87978142076503,0.316939890710382,1,183,45,1,,20,0,0,0,1,0,0,0,0,0,0,0,1
112,3,31,1,15,52,10,4,8.61538461538462,0.230769230769231,2.38461538461538,0.0769230769230769,1.15384615384615,4,0.769230769230769,0.307692307692308,0,13,,1,,,0,0,0,0,0,0,0,1,1,0,0,2
2240,63,939,9,298,854,77,53,17.7777777777778,0.5,7.45238095238095,0.0714285714285714,2.36507936507936,6.77777777777778,0.611111111111111,0.420634920634921,0,126,,,,,0,0,1,0,1,0,1,0,0,1,0,4
205,7,148,7,25,16,2,0,4.01960784313726,0.137254901960784,2.90196078431373,0.137254901960784,0.490196078431372,0.313725490196078,0.0392156862745098,0,0,51,45,,,,0,0,0,1,0,0,0,0,0,0,0,1
225,10,53,4,55,83,20,12,4.16666666666667,0.185185185185185,0.981481481481482,0.074074074074074,1.01851851851852,1.53703703703704,0.37037037037037,0.222222222222222,0,54,,,,2,0,1,1,1,1,1,1,0,0,1,0,7
3929,88,1565,23,426,1714,113,4,22.9766081871345,0.514619883040936,9.15204678362573,0.134502923976608,2.49122807017544,10.0233918128655,0.660818713450292,0.023391812865497,1,171,45,0,50,,0,1,0,1,0,0,0,1,0,0,0,3
11,0,1,0,2,8,0,4,3.66666666666667,0,0.333333333333333,0,0.666666666666667,2.66666666666667,0,1.33333333333333,0,3,,,,15,0,0,0,1,0,0,0,0,0,0,0,1
1080,20,528,4,89,410,29,0,27,0.5,13.2,0.1,2.225,10.25,0.725,0,1,40,,0,,,0,0,0,1,1,0,0,0,0,0,0,2
175,38,49,0,40,41,7,6,6.48148148148148,1.40740740740741,1.81481481481482,0,1.48148148148148,1.51851851851852,0.259259259259259,0.222222222222222,0,27,,,,,0,0,0,1,1,1,0,0,0,0,0,3
2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,35,1,,,0,0,0,1,0,0,0,0,0,0,0,1
25,2,8,0,2,9,4,3,1.92307692307692,0.153846153846154,0.615384615384615,0,0.153846153846154,0.692307692307692,0.307692307692308,0.230769230769231,0,13,25,1,,20,0,1,0,1,0,0,0,0,1,0,0,3
12,3,0,0,1,6,2,5,3,0.75,0,0,0.25,1.5,0.5,1.25,0,4,,,,,0,0,0,1,0,0,0,0,0,0,0,1
2404,34,1206,10,323,782,49,17,32.4864864864865,0.45945945945946,16.2972972972973,0.135135135135135,4.36486486486487,10.5675675675676,0.662162162162162,0.22972972972973,0,74,35,,,,0,0,0,1,1,0,0,0,0,0,0,2
19,0,5,0,0,12,2,16,4.75,0,1.25,0,0,3,0.5,4,0,4,,,,,0,0,0,0,1,0,1,0,0,0,0,2
12,0,6,0,1,2,3,0,3,0,1.5,0,0.25,0.5,0.75,0,0,4,,,,,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,1,2,0,0,3,0,0,0,1,2,0,0,0,1,25,,,,0,0,0,0,1,0,0,0,0,0,0,1
17,0,2,0,2,13,0,0,1.41666666666667,0,0.166666666666667,0,0.166666666666667,1.08333333333333,0,0,0,12,25,1,,,0,1,0,0,0,0,0,1,0,0,0,2
88,17,17,1,21,29,3,0,2.44444444444444,0.472222222222222,0.472222222222222,0.0277777777777777,0.583333333333333,0.805555555555556,0.0833333333333333,0,0,36,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
9,0,2,0,2,5,0,0,1.5,0,0.333333333333333,0,0.333333333333333,0.833333333333333,0,0,0,6,,,,,0,0,0,0,0,0,0,1,1,0,0,2
720,43,221,4,135,296,21,0,7.91208791208791,0.472527472527472,2.42857142857143,0.0439560439560439,1.48351648351648,3.25274725274725,0.230769230769231,0,0,91,25,,,,0,1,0,1,0,0,0,0,0,0,0,2
136,13,19,1,35,61,7,0,2.77551020408163,0.26530612244898,0.387755102040816,0.0204081632653061,0.714285714285714,1.24489795918367,0.142857142857143,0,0,49,25,1,,,0,0,0,1,1,0,0,0,0,0,0,2
127,4,49,0,19,49,6,0,6.04761904761905,0.19047619047619,2.33333333333333,0,0.904761904761905,2.33333333333333,0.285714285714286,0,0,21,,,,,0,0,1,1,1,1,0,1,0,0,0,5
4,0,0,0,0,4,0,1,1.33333333333333,0,0,0,0,1.33333333333333,0,0.333333333333333,1,3,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
10,1,1,0,1,7,0,0,1.42857142857143,0.142857142857143,0.142857142857143,0,0.142857142857143,1,0,0,0,7,,,,,0,0,0,1,1,0,0,0,1,0,0,3
3,1,0,0,1,1,0,0,1,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,1,3,,,,,0,1,0,0,0,0,0,0,0,0,0,1
15,0,4,0,2,8,1,0,1.66666666666667,0,0.444444444444444,0,0.222222222222222,0.888888888888889,0.111111111111111,0,0,9,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
41,6,5,2,2,22,4,4,2.41176470588235,0.352941176470588,0.294117647058823,0.117647058823529,0.117647058823529,1.29411764705882,0.235294117647059,0.235294117647059,0,17,,,,,0,1,1,1,1,0,0,0,1,0,0,5
5,0,0,0,1,3,1,0,1.66666666666667,0,0,0,0.333333333333333,1,0.333333333333333,0,0,3,,,,,0,0,0,1,1,0,0,0,0,0,0,2
201,21,66,4,39,56,15,1,4.1875,0.4375,1.375,0.0833333333333333,0.8125,1.16666666666667,0.3125,0.0208333333333333,1,48,,,,,0,1,0,1,1,1,0,0,1,0,0,5
10,0,2,0,1,7,0,4,1.66666666666667,0,0.333333333333333,0,0.166666666666667,1.16666666666667,0,0.666666666666667,0,6,35,,230,20,0,1,0,0,0,0,0,1,1,0,0,3
334,6,129,5,43,113,38,4,14.5217391304348,0.260869565217391,5.60869565217391,0.217391304347826,1.8695652173913,4.91304347826087,1.65217391304348,0.173913043478261,0,23,,,,,0,0,0,1,1,1,0,1,1,1,0,6
239,14,86,1,25,103,10,2,5.69047619047619,0.333333333333333,2.04761904761905,0.0238095238095238,0.595238095238095,2.45238095238095,0.238095238095238,0.0476190476190476,0,42,25,0,,18,0,1,0,1,1,0,0,1,1,0,0,5
17,0,0,0,1,15,1,17,17,0,0,0,1,15,1,17,0,1,,,,20,0,1,0,0,0,0,0,0,0,0,0,1
1317,65,595,12,224,360,61,239,18.5492957746479,0.915492957746479,8.38028169014085,0.169014084507042,3.15492957746479,5.07042253521127,0.859154929577465,3.36619718309859,0,71,25,1,,,0,1,0,1,0,0,0,1,0,0,0,3
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,1,,,0,0,0,1,0,0,0,1,0,0,0,2
48,2,4,0,17,22,3,14,3,0.125,0.25,0,1.0625,1.375,0.1875,0.875,0,16,,,,15,0,0,0,0,1,0,0,0,0,0,0,1
109,0,58,0,7,43,1,4,5.19047619047619,0,2.76190476190476,0,0.333333333333333,2.04761904761905,0.0476190476190476,0.19047619047619,0,21,,,,,0,1,0,1,1,0,0,0,0,0,0,3
25,2,5,0,3,15,0,0,2.08333333333333,0.166666666666667,0.416666666666667,0,0.25,1.25,0,0,0,12,,,,22,0,1,1,1,0,0,0,0,1,0,0,4
6,2,1,0,2,1,0,0,1.2,0.4,0.2,0,0.4,0.2,0,0,0,5,,1,,,0,0,1,0,0,0,0,0,0,0,0,1
137,6,33,3,20,71,4,0,2.44642857142857,0.107142857142857,0.589285714285714,0.0535714285714285,0.357142857142857,1.26785714285714,0.0714285714285714,0,0,56,25,1,,22,0,0,0,1,0,0,0,0,0,0,0,1
32,0,6,0,3,19,4,2,2.90909090909091,0,0.545454545454545,0,0.272727272727273,1.72727272727273,0.363636363636364,0.181818181818182,0,11,25,1,,,0,0,0,1,1,0,0,0,0,0,0,2
112,4,37,0,9,54,8,4,5.33333333333333,0.19047619047619,1.76190476190476,0,0.428571428571429,2.57142857142857,0.380952380952381,0.19047619047619,0,21,,,,10,0,1,0,1,1,0,0,1,0,1,0,5
12,1,4,0,1,6,0,0,2,0.166666666666667,0.666666666666667,0,0.166666666666667,1,0,0,1,6,45,1,,,0,0,0,1,0,0,0,1,0,0,0,2
8,0,1,0,2,3,2,1,2,0,0.25,0,0.5,0.75,0.5,0.25,0,4,45,1,100,,0,1,1,1,0,0,1,1,0,0,0,5
34,7,10,0,1,10,6,0,2.42857142857143,0.5,0.714285714285714,0,0.0714285714285714,0.714285714285714,0.428571428571429,0,0,14,,1,,,0,1,0,1,0,0,0,0,0,0,0,2
6,0,1,0,1,4,0,0,2,0,0.333333333333333,0,0.333333333333333,1.33333333333333,0,0,0,3,,1,,,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,,,,,0,0,0,1,0,0,0,0,0,0,0,1
59,6,20,0,7,23,3,4,2.36,0.24,0.8,0,0.28,0.92,0.12,0.16,0,25,,1,,,0,1,0,1,1,0,0,0,0,0,0,3
43,8,14,0,7,13,1,0,1.95454545454545,0.363636363636364,0.636363636363636,0,0.318181818181818,0.590909090909091,0.0454545454545454,0,1,22,45,,,,0,0,0,0,1,0,1,0,1,0,0,3
17,9,3,0,1,3,1,0,3.4,1.8,0.6,0,0.2,0.6,0.2,0,0,5,45,1,,,0,0,1,1,1,0,0,0,0,0,0,3
179,12,64,0,29,69,5,6,8.52380952380952,0.571428571428571,3.04761904761905,0,1.38095238095238,3.28571428571429,0.238095238095238,0.285714285714286,0,21,45,1,,,0,1,1,1,0,0,1,0,1,0,0,5
28,1,13,0,3,7,4,0,2,0.0714285714285714,0.928571428571429,0,0.214285714285714,0.5,0.285714285714286,0,0,14,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
131,18,26,1,25,57,4,11,5.45833333333333,0.75,1.08333333333333,0.0416666666666666,1.04166666666667,2.375,0.166666666666667,0.458333333333333,0,24,,1,,,0,0,0,0,1,0,0,0,1,0,0,2
217,13,70,2,26,99,7,2,7.75,0.464285714285714,2.5,0.0714285714285714,0.928571428571429,3.53571428571429,0.25,0.0714285714285714,0,28,,1,,5,0,0,1,1,1,0,1,0,0,0,0,4
122,4,15,0,50,46,7,28,5.08333333333333,0.166666666666667,0.625,0,2.08333333333333,1.91666666666667,0.291666666666667,1.16666666666667,0,24,45,0,,,0,1,1,1,0,0,0,1,1,0,0,5
126,5,32,3,18,57,11,0,2.8,0.111111111111111,0.711111111111111,0.0666666666666666,0.4,1.26666666666667,0.244444444444444,0,0,45,25,,,,0,1,0,1,0,0,0,0,0,0,0,2
311,11,77,1,56,148,18,195,10.3666666666667,0.366666666666667,2.56666666666667,0.0333333333333333,1.86666666666667,4.93333333333333,0.6,6.5,0,30,,0,,,0,1,0,1,0,0,0,0,1,0,0,3
129,0,59,0,24,38,8,0,21.5,0,9.83333333333333,0,4,6.33333333333333,1.33333333333333,0,0,6,25,1,,3,0,0,0,1,1,0,0,0,0,0,0,2
2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
773,57,311,4,130,228,43,10,8.40217391304348,0.619565217391304,3.3804347826087,0.0434782608695652,1.41304347826087,2.47826086956522,0.467391304347826,0.108695652173913,0,92,45,,450,20,0,1,0,1,1,0,0,1,1,1,0,6
27,2,8,2,5,8,2,0,4.5,0.333333333333333,1.33333333333333,0.333333333333333,0.833333333333333,1.33333333333333,0.333333333333333,0,0,6,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
36,5,7,1,7,14,2,1,1.8,0.25,0.35,0.05,0.35,0.7,0.1,0.05,0,20,25,0,,2,0,0,0,1,1,1,1,0,0,0,0,4
7,1,1,0,0,5,0,1,1.4,0.2,0.2,0,0,1,0,0.2,0,5,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
2550,86,865,7,494,1060,38,20,17.3469387755102,0.585034013605442,5.8843537414966,0.0476190476190476,3.36054421768707,7.2108843537415,0.258503401360544,0.136054421768707,1,147,,1,,,0,1,1,1,1,0,0,1,0,1,0,6
3,0,0,0,0,3,0,3,3,0,0,0,0,3,0,3,0,1,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
76,11,13,0,11,38,3,44,9.5,1.375,1.625,0,1.375,4.75,0.375,5.5,0,8,,1,,1,0,0,0,1,0,0,0,0,0,0,0,1
23,2,6,1,2,12,0,2,1.76923076923077,0.153846153846154,0.461538461538462,0.0769230769230769,0.153846153846154,0.923076923076923,0,0.153846153846154,0,13,,1,,,0,1,0,1,0,0,0,0,0,0,0,2
120,6,24,0,20,67,3,31,5.21739130434783,0.260869565217391,1.04347826086957,0,0.869565217391304,2.91304347826087,0.130434782608696,1.34782608695652,0,23,,1,,,0,1,0,1,1,0,0,0,1,0,0,4
9,0,2,1,1,4,1,0,1.5,0,0.333333333333333,0.166666666666667,0.166666666666667,0.666666666666667,0.166666666666667,0,0,6,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
19,5,4,1,2,5,2,0,1.46153846153846,0.384615384615385,0.307692307692308,0.0769230769230769,0.153846153846154,0.384615384615385,0.153846153846154,0,0,13,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
113,17,24,1,27,43,1,2,2.35416666666667,0.354166666666667,0.5,0.0208333333333333,0.5625,0.895833333333333,0.0208333333333333,0.0416666666666666,0,48,,1,,,0,0,0,1,1,1,0,0,0,0,0,3
823,10,294,4,40,455,20,2,15.5283018867925,0.188679245283019,5.54716981132076,0.0754716981132075,0.754716981132076,8.58490566037736,0.377358490566038,0.0377358490566037,0,53,,1,,16,0,1,0,1,1,0,0,1,0,0,0,4
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,,,,,0,0,0,1,0,0,0,0,0,0,0,1
9,0,1,0,2,3,3,0,1.5,0,0.166666666666667,0,0.333333333333333,0.5,0.5,0,0,6,,1,,,0,1,0,0,1,0,0,0,0,0,0,2
435,63,98,1,79,168,26,2,9.25531914893617,1.34042553191489,2.08510638297872,0.0212765957446808,1.68085106382979,3.57446808510638,0.553191489361702,0.0425531914893617,0,47,45,0,,,0,0,0,1,1,0,1,0,0,1,0,4
43,3,15,0,2,22,1,0,3.90909090909091,0.272727272727273,1.36363636363636,0,0.181818181818182,2,0.0909090909090909,0,0,11,,,,,0,0,0,1,0,0,0,0,0,0,0,1
18,1,1,0,6,10,0,3,1.38461538461538,0.0769230769230769,0.0769230769230769,0,0.461538461538462,0.769230769230769,0,0.230769230769231,0,13,45,1,,,0,0,0,1,1,0,0,0,1,0,0,3
14,0,1,0,1,12,0,4,3.5,0,0.25,0,0.25,3,0,1,0,4,45,1,,12,0,0,0,1,0,0,0,0,0,0,0,1
25,4,6,0,2,8,5,1,2.08333333333333,0.333333333333333,0.5,0,0.166666666666667,0.666666666666667,0.416666666666667,0.0833333333333333,0,12,25,,,10,0,1,0,0,1,0,0,1,1,1,0,5
97,6,29,0,15,39,8,2,6.46666666666667,0.4,1.93333333333333,0,1,2.6,0.533333333333333,0.133333333333333,0,15,25,1,,,0,0,0,1,1,1,0,0,0,0,0,3
15,1,1,0,2,11,0,0,1.875,0.125,0.125,0,0.25,1.375,0,0,0,8,35,1,,27,0,0,0,1,1,0,0,1,0,0,0,3
31,2,9,0,6,11,3,3,3.875,0.25,1.125,0,0.75,1.375,0.375,0.375,0,8,,0,,,0,0,0,1,0,1,0,0,0,0,0,2
91,9,1,0,36,45,0,10,3.79166666666667,0.375,0.0416666666666666,0,1.5,1.875,0,0.416666666666667,0,24,45,,,,0,0,0,1,0,0,0,0,0,0,0,1
9,1,2,0,2,4,0,2,1.5,0.166666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0,6,45,1,,5,0,1,0,1,0,0,0,0,0,0,0,2
4,0,1,0,0,3,0,3,2,0,0.5,0,0,1.5,0,1.5,0,2,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
81,10,28,2,20,21,0,0,10.125,1.25,3.5,0.25,2.5,2.625,0,0,0,8,,1,,,0,1,0,1,0,0,0,0,0,0,0,2
2363,128,732,14,559,790,140,44,21.6788990825688,1.1743119266055,6.71559633027523,0.128440366972477,5.12844036697248,7.24770642201835,1.28440366972477,0.403669724770642,0,109,25,1,,10,0,1,1,1,1,0,0,0,1,0,0,5
90,5,26,3,11,42,3,2,2.90322580645161,0.161290322580645,0.838709677419355,0.0967741935483871,0.354838709677419,1.35483870967742,0.0967741935483871,0.064516129032258,0,31,25,1,,14,0,1,0,1,1,0,0,1,0,0,0,4
43,4,5,0,21,11,2,0,2.04761904761905,0.19047619047619,0.238095238095238,0,1,0.523809523809524,0.0952380952380952,0,0,21,,1,,,0,1,0,1,0,0,0,0,1,0,0,3
237,3,91,2,9,127,5,5,18.2307692307692,0.230769230769231,7,0.153846153846154,0.692307692307692,9.76923076923077,0.384615384615385,0.384615384615385,0,13,45,1,,,0,1,0,0,1,0,0,0,0,0,0,2
182,30,59,3,27,54,9,0,6.5,1.07142857142857,2.10714285714286,0.107142857142857,0.964285714285714,1.92857142857143,0.321428571428571,0,0,28,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
4,1,1,0,0,2,0,1,1,0.25,0.25,0,0,0.5,0,0.25,0,4,,,,,0,0,0,0,0,0,1,0,0,0,0,1
6,0,2,0,1,2,1,0,1.5,0,0.5,0,0.25,0.5,0.25,0,0,4,45,0,,,0,0,0,1,0,0,0,1,0,0,0,2
5,0,0,0,0,5,0,2,2.5,0,0,0,0,2.5,0,1,0,2,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
417,31,78,4,71,217,16,2,4.00961538461539,0.298076923076923,0.75,0.0384615384615384,0.682692307692308,2.08653846153846,0.153846153846154,0.0192307692307692,1,104,,1,130,,0,1,1,1,1,0,0,1,1,0,0,6
5,0,2,0,2,1,0,0,1.66666666666667,0,0.666666666666667,0,0.666666666666667,0.333333333333333,0,0,1,3,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
5,0,2,0,1,2,0,0,1.66666666666667,0,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0,0,3,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
21,1,4,1,3,11,1,9,3,0.142857142857143,0.571428571428571,0.142857142857143,0.428571428571429,1.57142857142857,0.142857142857143,1.28571428571429,0,7,45,,,,0,0,0,1,1,1,0,1,0,0,0,4
7,0,3,0,4,0,0,0,1.16666666666667,0,0.5,0,0.666666666666667,0,0,0,0,6,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
5,0,0,0,0,5,0,2,1.66666666666667,0,0,0,0,1.66666666666667,0,0.666666666666667,0,3,25,,,,0,0,1,0,1,0,0,0,0,0,0,2
56,4,23,1,3,24,1,0,2.24,0.16,0.92,0.04,0.12,0.96,0.04,0,1,25,,1,,,0,0,1,0,0,0,0,1,1,0,0,3
21,1,1,0,4,14,1,5,1.61538461538462,0.0769230769230769,0.0769230769230769,0,0.307692307692308,1.07692307692308,0.0769230769230769,0.384615384615385,1,13,,1,,15,0,1,0,1,0,0,0,0,0,0,0,2
43,0,24,2,7,9,1,0,2.6875,0,1.5,0.125,0.4375,0.5625,0.0625,0,0,16,35,1,60,25,0,1,0,1,1,0,0,0,1,0,0,4
5,0,0,0,2,3,0,1,1.66666666666667,0,0,0,0.666666666666667,1,0,0.333333333333333,1,3,45,1,,3,0,0,1,1,0,0,0,0,0,0,0,2
93,17,48,2,5,17,4,19,2.81818181818182,0.515151515151515,1.45454545454545,0.0606060606060606,0.151515151515152,0.515151515151515,0.121212121212121,0.575757575757576,0,33,35,1,100,,0,1,0,1,0,0,0,0,0,0,0,2
7,1,4,0,0,2,0,0,1.75,0.25,1,0,0,0.5,0,0,0,4,25,,,30,0,0,0,1,0,0,0,0,0,0,0,1
4197,108,1799,25,634,1375,256,9,41.97,1.08,17.99,0.25,6.34,13.75,2.56,0.09,0,100,35,1,,,0,0,1,0,0,0,0,0,0,0,0,1
121,2,58,0,19,38,4,0,4.65384615384615,0.0769230769230769,2.23076923076923,0,0.730769230769231,1.46153846153846,0.153846153846154,0,0,26,,,,13,0,0,0,1,1,0,0,1,1,0,0,4
14,0,4,0,3,5,2,3,2.8,0,0.8,0,0.6,1,0.4,0.6,0,5,25,1,,4,0,0,0,1,0,0,0,0,1,0,0,2
47,4,16,1,5,17,4,0,2.13636363636364,0.181818181818182,0.727272727272727,0.0454545454545454,0.227272727272727,0.772727272727273,0.181818181818182,0,1,22,25,1,41,6,0,1,0,1,1,0,0,0,0,0,0,3
7,0,1,1,1,4,0,0,1.16666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0,0,0,6,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
20,0,6,1,2,9,2,0,2,0,0.6,0.1,0.2,0.9,0.2,0,0,10,25,1,,,0,0,0,1,0,0,0,0,1,1,0,3
253,8,39,0,67,135,4,1,3.61428571428571,0.114285714285714,0.557142857142857,0,0.957142857142857,1.92857142857143,0.0571428571428571,0.0142857142857142,0,70,25,0,,,0,1,0,1,0,0,0,1,0,0,0,3
11,0,2,0,4,5,0,1,1.83333333333333,0,0.333333333333333,0,0.666666666666667,0.833333333333333,0,0.166666666666667,0,6,25,1,,,0,0,0,0,1,0,0,0,1,0,0,2
20,0,0,0,5,15,0,0,2.5,0,0,0,0.625,1.875,0,0,0,8,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
28,4,5,0,6,13,0,0,3.11111111111111,0.444444444444444,0.555555555555556,0,0.666666666666667,1.44444444444444,0,0,0,9,45,1,,,0,0,0,1,1,0,0,0,0,0,0,2
24,0,9,0,2,12,1,0,3,0,1.125,0,0.25,1.5,0.125,0,0,8,,0,,13,0,0,0,1,1,0,1,1,1,0,0,5
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,,1,,,0,0,1,0,1,0,0,0,0,0,0,2
82,9,25,1,14,24,9,1,6.30769230769231,0.692307692307692,1.92307692307692,0.0769230769230769,1.07692307692308,1.84615384615385,0.692307692307692,0.0769230769230769,0,13,25,,,8,0,0,0,1,1,0,0,0,0,0,0,2
8,1,3,0,0,4,0,0,1.33333333333333,0.166666666666667,0.5,0,0,0.666666666666667,0,0,1,6,,0,,1,0,0,0,1,0,0,0,0,0,0,0,1
47,5,5,1,9,27,0,0,2.47368421052632,0.263157894736842,0.263157894736842,0.0526315789473684,0.473684210526316,1.42105263157895,0,0,0,19,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
527,63,185,3,84,175,17,10,9.58181818181818,1.14545454545455,3.36363636363636,0.0545454545454545,1.52727272727273,3.18181818181818,0.309090909090909,0.181818181818182,1,55,,1,,10,0,1,1,1,1,0,0,1,1,0,0,6
9,3,2,0,0,4,0,2,1.5,0.5,0.333333333333333,0,0,0.666666666666667,0,0.333333333333333,0,6,,0,20,,0,1,0,1,0,0,0,0,0,0,1,3
1701,58,550,7,288,763,35,19,15.605504587156,0.532110091743119,5.04587155963303,0.0642201834862385,2.64220183486238,7,0.321100917431193,0.174311926605505,1,109,25,0,,10,0,1,0,1,1,0,0,0,0,0,0,3
6,0,0,0,5,1,0,1,1.5,0,0,0,1.25,0.25,0,0.25,0,4,,1,,,0,1,0,1,0,0,0,0,0,0,0,2
3129,100,1330,14,420,1115,150,3,38.1585365853658,1.21951219512195,16.219512195122,0.170731707317073,5.1219512195122,13.5975609756098,1.82926829268293,0.0365853658536585,0,82,25,0,,10,0,0,1,1,0,0,0,0,0,0,0,2
2,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,0,1,45,,,,0,1,0,1,0,0,0,0,0,0,0,2
73,3,25,0,16,24,5,0,14.6,0.6,5,0,3.2,4.8,1,0,0,5,,,,,0,0,0,0,0,1,0,0,1,0,0,2
29,2,6,1,11,8,1,0,2.9,0.2,0.6,0.1,1.1,0.8,0.1,0,0,10,45,,200,20,0,1,1,0,1,0,0,0,0,0,1,4
74,3,18,0,15,36,2,0,3.08333333333333,0.125,0.75,0,0.625,1.5,0.0833333333333333,0,0,24,,0,,,0,0,0,1,0,0,0,0,0,0,0,1
29,0,13,0,3,13,0,0,2.9,0,1.3,0,0.3,1.3,0,0,0,10,,1,,,0,0,0,0,1,1,0,0,0,0,0,2
221,4,103,0,21,88,5,0,5.81578947368421,0.105263157894737,2.71052631578947,0,0.552631578947368,2.31578947368421,0.131578947368421,0,0,38,45,1,,7,0,1,0,1,1,0,0,0,1,0,0,4
6,6,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,5,,,,,0,0,0,1,0,0,0,0,0,0,0,1
460,14,148,1,84,185,28,37,20,0.608695652173913,6.43478260869565,0.0434782608695652,3.65217391304348,8.04347826086956,1.21739130434783,1.60869565217391,0,23,35,0,,,0,1,1,1,0,0,0,1,0,0,0,4
