nums,chans,neuts,suss,thOKs,thneus,thnos,numlegends,m_nums,m_chans,m_neuts,m_suss,m_thOKs,m_thneus,m_thnos,m_numlegends,m_toslegends,indegrees,c_ages,c_males,c_years,c_debts,c_s0s,c_s1s,c_s2s,c_s3s,c_s4s,c_s5s,c_s6s,c_s7s,c_s8s,c_s9s,c_s10s,c_snums
248,14,65,0,45,116,8,6,4.0655737704918,0.229508196721311,1.0655737704918,0,0.737704918032787,1.9016393442623,0.131147540983607,0.0983606557377049,0,61,25,1,,12,0,1,0,1,1,0,0,1,0,0,0,4
42,10,7,0,5,17,3,1,1.61538461538462,0.384615384615385,0.269230769230769,0,0.192307692307692,0.653846153846154,0.115384615384615,0.0384615384615384,0,26,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
961,67,297,7,215,316,59,6,9.80612244897959,0.683673469387755,3.03061224489796,0.0714285714285714,2.19387755102041,3.22448979591837,0.602040816326531,0.0612244897959183,0,98,,1,,20,0,1,1,1,1,1,1,1,1,1,0,9
27,4,1,1,10,10,1,2,1.28571428571429,0.19047619047619,0.0476190476190476,0.0476190476190476,0.476190476190476,0.476190476190476,0.0476190476190476,0.0952380952380952,0,21,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
303,18,93,0,72,112,8,1,5.50909090909091,0.327272727272727,1.69090909090909,0,1.30909090909091,2.03636363636364,0.145454545454545,0.0181818181818181,0,55,,1,,12,0,0,0,1,1,0,0,0,0,0,0,2
16,0,7,0,1,6,2,0,2.28571428571429,0,1,0,0.142857142857143,0.857142857142857,0.285714285714286,0,0,7,,,,,0,1,0,1,0,0,0,0,0,0,0,2
2,0,1,0,0,1,0,0,1,0,0.5,0,0,0.5,0,0,0,2,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
273,14,64,0,46,143,6,2,5.46,0.28,1.28,0,0.92,2.86,0.12,0.04,0,50,25,0,,,0,0,0,1,1,1,0,0,0,0,0,3
87,6,20,0,21,36,4,0,2.55882352941176,0.176470588235294,0.588235294117647,0,0.617647058823529,1.05882352941176,0.117647058823529,0,0,34,25,1,30,2,0,1,0,1,1,1,1,0,0,0,0,5
11,0,1,0,1,7,2,0,1.83333333333333,0,0.166666666666667,0,0.166666666666667,1.16666666666667,0.333333333333333,0,0,6,,1,,,0,0,0,1,0,0,0,1,1,0,0,3
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,45,1,,,0,1,0,0,0,0,0,0,0,0,0,1
7,0,5,0,0,0,2,0,2.33333333333333,0,1.66666666666667,0,0,0,0.666666666666667,0,0,3,,0,,,0,0,0,0,0,0,0,1,0,0,0,1
105,5,63,2,10,24,1,1,2.5609756097561,0.121951219512195,1.53658536585366,0.048780487804878,0.24390243902439,0.585365853658537,0.024390243902439,0.024390243902439,0,41,,,,,0,1,0,0,0,0,0,0,1,0,0,2
12,2,4,0,2,4,0,0,1.33333333333333,0.222222222222222,0.444444444444444,0,0.222222222222222,0.444444444444444,0,0,0,9,25,,,,0,0,0,1,1,0,0,0,0,0,0,2
208,15,57,2,26,91,17,0,6.93333333333333,0.5,1.9,0.0666666666666666,0.866666666666667,3.03333333333333,0.566666666666667,0,1,30,,1,,,0,0,0,1,1,1,0,0,0,1,0,4
41,0,8,2,5,22,4,0,1.78260869565217,0,0.347826086956522,0.0869565217391304,0.217391304347826,0.956521739130435,0.173913043478261,0,0,23,,1,,10,0,1,0,1,1,0,1,1,1,0,1,7
11,1,2,0,4,3,1,0,1.57142857142857,0.142857142857143,0.285714285714286,0,0.571428571428571,0.428571428571429,0.142857142857143,0,0,7,25,,15,,0,1,1,1,1,0,0,0,0,0,0,4
897,52,258,4,158,388,37,5,9.96666666666667,0.577777777777778,2.86666666666667,0.0444444444444444,1.75555555555556,4.31111111111111,0.411111111111111,0.0555555555555555,0,90,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
59,0,26,0,7,22,4,0,5.9,0,2.6,0,0.7,2.2,0.4,0,0,10,,1,,,0,0,0,0,1,1,0,0,0,0,0,2
11,0,2,0,1,8,0,0,3.66666666666667,0,0.666666666666667,0,0.333333333333333,2.66666666666667,0,0,0,3,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
13,2,4,0,1,4,2,0,2.16666666666667,0.333333333333333,0.666666666666667,0,0.166666666666667,0.666666666666667,0.333333333333333,0,0,6,,1,,10,0,1,1,1,1,0,0,0,1,0,0,5
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
179,7,66,0,14,92,0,0,3.80851063829787,0.148936170212766,1.40425531914894,0,0.297872340425532,1.95744680851064,0,0,0,47,45,0,,1,0,1,1,1,1,0,0,1,0,0,0,5
17,0,6,0,1,9,1,0,1.88888888888889,0,0.666666666666667,0,0.111111111111111,1,0.111111111111111,0,0,9,45,,,,0,0,0,0,1,0,0,0,0,0,0,1
16,2,7,0,0,6,1,0,1.77777777777778,0.222222222222222,0.777777777777778,0,0,0.666666666666667,0.111111111111111,0,1,9,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
220,1,128,1,35,54,1,0,8.8,0.04,5.12,0.04,1.4,2.16,0.04,0,0,25,25,1,,,0,0,0,0,1,0,0,0,0,0,0,1
61,2,30,0,7,21,1,0,3.05,0.1,1.5,0,0.35,1.05,0.05,0,0,20,25,,,,0,0,0,0,1,0,0,0,0,0,0,1
451,26,154,6,72,174,19,1,6.35211267605634,0.366197183098591,2.16901408450704,0.0845070422535211,1.01408450704225,2.45070422535211,0.267605633802817,0.0140845070422535,0,71,,1,,10,0,1,0,1,1,1,1,1,1,0,1,8
69,6,12,2,9,39,1,0,3.83333333333333,0.333333333333333,0.666666666666667,0.111111111111111,0.5,2.16666666666667,0.0555555555555555,0,0,18,,1,,,0,1,0,1,0,0,0,0,0,0,0,2
129,11,16,1,45,55,1,0,4.77777777777778,0.407407407407407,0.592592592592593,0.037037037037037,1.66666666666667,2.03703703703704,0.037037037037037,0,0,27,45,1,,,0,0,0,1,0,1,1,0,1,0,0,4
7,0,3,0,1,3,0,0,1.4,0,0.6,0,0.2,0.6,0,0,0,5,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
14,0,1,1,0,8,4,5,2.33333333333333,0,0.166666666666667,0.166666666666667,0,1.33333333333333,0.666666666666667,0.833333333333333,0,6,55,,,,0,0,0,1,0,1,0,0,0,0,0,2
6,0,2,0,0,4,0,2,2,0,0.666666666666667,0,0,1.33333333333333,0,0.666666666666667,0,3,,1,,,0,1,0,1,0,0,0,0,1,0,0,3
243,12,48,0,84,93,6,64,5.28260869565217,0.260869565217391,1.04347826086957,0,1.82608695652174,2.02173913043478,0.130434782608696,1.39130434782609,0,46,45,1,,3,0,0,0,1,1,0,0,0,1,0,0,3
7,0,2,1,1,2,1,0,1.75,0,0.5,0.25,0.25,0.5,0.25,0,0,4,25,,,,0,0,0,1,0,0,0,0,0,0,0,1
9,3,1,0,0,3,2,0,1.125,0.375,0.125,0,0,0.375,0.25,0,0,8,25,1,,20,0,1,0,0,1,1,0,0,0,0,0,3
414,22,129,6,74,164,19,5,6.57142857142857,0.349206349206349,2.04761904761905,0.0952380952380952,1.17460317460317,2.6031746031746,0.301587301587301,0.0793650793650793,0,63,35,1,,7,0,0,0,1,1,0,0,0,0,0,0,2
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
48,1,6,0,1,35,5,36,6,0.125,0.75,0,0.125,4.375,0.625,4.5,0,8,25,1,,12,0,1,1,1,1,1,0,0,1,0,0,6
21,2,4,0,1,12,2,2,2.33333333333333,0.222222222222222,0.444444444444444,0,0.111111111111111,1.33333333333333,0.222222222222222,0.222222222222222,0,9,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
207,18,64,2,22,95,6,0,6.67741935483871,0.580645161290323,2.06451612903226,0.064516129032258,0.709677419354839,3.06451612903226,0.193548387096774,0,0,31,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
46,4,15,2,5,18,2,2,2.70588235294118,0.235294117647059,0.882352941176471,0.117647058823529,0.294117647058823,1.05882352941176,0.117647058823529,0.117647058823529,0,17,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
3,1,0,0,0,1,1,0,1.5,0.5,0,0,0,0.5,0.5,0,0,2,35,,,,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,35,0,,,0,0,0,0,0,0,0,0,1,0,0,1
65,0,34,0,17,11,3,1,4.33333333333333,0,2.26666666666667,0,1.13333333333333,0.733333333333333,0.2,0.0666666666666666,0,15,45,1,,,0,0,1,0,0,0,0,0,0,0,0,1
1063,49,308,2,177,495,32,11,8.9327731092437,0.411764705882353,2.58823529411765,0.0168067226890756,1.48739495798319,4.15966386554622,0.26890756302521,0.0924369747899159,1,119,25,1,,,0,1,0,1,1,0,0,1,1,1,0,6
7,1,0,0,0,5,1,4,2.33333333333333,0.333333333333333,0,0,0,1.66666666666667,0.333333333333333,1.33333333333333,0,3,,1,,,0,0,1,0,1,0,0,0,1,0,0,3
9,1,2,0,1,5,0,2,1.5,0.166666666666667,0.333333333333333,0,0.166666666666667,0.833333333333333,0,0.333333333333333,0,6,,,,,0,0,0,0,1,0,0,0,0,0,0,1
1911,54,1039,6,189,576,47,0,11.2411764705882,0.317647058823529,6.11176470588235,0.0352941176470588,1.11176470588235,3.38823529411765,0.276470588235294,0,1,170,35,,,,0,0,0,1,1,0,0,1,1,0,0,4
145,4,29,1,17,82,12,98,7.63157894736842,0.210526315789474,1.52631578947368,0.0526315789473684,0.894736842105263,4.31578947368421,0.631578947368421,5.15789473684211,1,19,25,1,300,,0,1,1,1,1,0,0,0,1,0,0,5
184,34,44,4,26,64,12,0,7.07692307692308,1.30769230769231,1.69230769230769,0.153846153846154,1,2.46153846153846,0.461538461538462,0,0,26,45,,,,0,0,0,1,1,0,0,1,0,0,0,3
24,1,6,0,5,11,1,0,1.5,0.0625,0.375,0,0.3125,0.6875,0.0625,0,0,16,,0,,20,0,1,1,0,1,0,0,1,1,1,1,7
3,0,1,0,0,1,1,2,1.5,0,0.5,0,0,0.5,0.5,1,0,2,45,0,,,0,1,1,0,1,1,0,0,0,0,0,4
1586,82,465,6,324,667,42,5,20.3333333333333,1.05128205128205,5.96153846153846,0.0769230769230769,4.15384615384615,8.55128205128205,0.538461538461538,0.0641025641025641,1,78,,1,,12,0,1,0,0,1,0,0,0,1,0,0,3
16,2,6,0,3,5,0,5,2.28571428571429,0.285714285714286,0.857142857142857,0,0.428571428571429,0.714285714285714,0,0.714285714285714,0,7,25,0,,,0,0,0,1,0,0,0,0,0,0,0,1
5,0,0,0,2,2,1,0,2.5,0,0,0,1,1,0.5,0,0,2,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
15,0,1,0,1,12,1,0,1.5,0,0.1,0,0.1,1.2,0.1,0,0,10,,1,,,0,1,0,1,1,0,0,0,0,0,0,3
19,1,4,0,3,10,1,9,4.75,0.25,1,0,0.75,2.5,0.25,2.25,0,4,,0,,24,0,1,0,1,0,0,0,0,0,0,0,2
4,0,2,0,0,2,0,0,2,0,1,0,0,1,0,0,0,2,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
2937,130,1116,16,498,1130,47,2,28.2403846153846,1.25,10.7307692307692,0.153846153846154,4.78846153846154,10.8653846153846,0.451923076923077,0.0192307692307692,0,104,,0,,13,0,1,0,1,1,1,0,1,1,0,0,6
14,0,2,1,7,4,0,0,2.33333333333333,0,0.333333333333333,0.166666666666667,1.16666666666667,0.666666666666667,0,0,0,6,35,,,,0,0,0,1,1,0,0,0,0,0,0,2
17,4,1,0,4,7,1,0,2.83333333333333,0.666666666666667,0.166666666666667,0,0.666666666666667,1.16666666666667,0.166666666666667,0,0,6,,1,,20,0,0,0,1,1,0,0,0,0,0,0,2
105,9,33,2,14,45,2,0,3.18181818181818,0.272727272727273,1,0.0606060606060606,0.424242424242424,1.36363636363636,0.0606060606060606,0,1,33,,1,1000,18,0,0,1,0,0,1,0,0,1,0,0,3
18,0,6,0,2,8,2,0,1.8,0,0.6,0,0.2,0.8,0.2,0,0,10,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
14,0,7,0,4,3,0,0,3.5,0,1.75,0,1,0.75,0,0,1,4,,,,,0,1,1,1,1,1,0,0,1,1,0,7
6,1,2,0,0,2,1,1,1,0.166666666666667,0.333333333333333,0,0,0.333333333333333,0.166666666666667,0.166666666666667,0,6,,1,,,0,0,1,0,0,0,0,0,0,0,0,1
12,0,2,0,1,8,1,1,2,0,0.333333333333333,0,0.166666666666667,1.33333333333333,0.166666666666667,0.166666666666667,0,6,,,,,0,0,0,1,0,0,1,1,1,0,0,4
12,1,11,0,0,0,0,0,2.4,0.2,2.2,0,0,0,0,0,0,5,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
477,46,117,1,132,161,20,0,8.36842105263158,0.807017543859649,2.05263157894737,0.0175438596491228,2.31578947368421,2.82456140350877,0.350877192982456,0,0,57,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
74,5,26,0,8,33,2,0,3.7,0.25,1.3,0,0.4,1.65,0.1,0,0,20,25,1,,,0,0,0,1,0,0,0,1,0,0,0,2
4,0,2,0,0,2,0,0,1,0,0.5,0,0,0.5,0,0,0,4,,1,,,0,1,0,1,1,0,0,0,0,0,0,3
25,2,5,0,3,15,0,0,2.77777777777778,0.222222222222222,0.555555555555556,0,0.333333333333333,1.66666666666667,0,0,1,9,25,1,,,0,0,0,0,0,0,0,0,1,1,0,2
70,6,7,0,42,15,0,8,2.33333333333333,0.2,0.233333333333333,0,1.4,0.5,0,0.266666666666667,0,30,,1,,,0,1,0,1,0,0,0,0,0,0,0,2
1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,,1,,10,0,1,1,1,1,0,0,0,0,0,0,4
32,1,6,0,9,14,2,15,2.66666666666667,0.0833333333333333,0.5,0,0.75,1.16666666666667,0.166666666666667,1.25,0,12,25,1,100,15,0,1,0,1,1,0,0,1,1,0,0,5
545,34,213,7,90,183,18,0,11.8478260869565,0.739130434782609,4.6304347826087,0.152173913043478,1.95652173913043,3.97826086956522,0.391304347826087,0,0,46,25,1,233,8,0,1,0,1,1,1,1,1,1,1,1,9
6,0,0,0,1,4,1,2,1.2,0,0,0,0.2,0.8,0.2,0.4,0,5,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
105,12,40,0,13,38,2,0,3,0.342857142857143,1.14285714285714,0,0.371428571428571,1.08571428571429,0.0571428571428571,0,0,35,45,0,,,0,0,1,1,0,0,0,0,1,0,1,4
326,26,90,3,56,137,14,2,4.52777777777778,0.361111111111111,1.25,0.0416666666666666,0.777777777777778,1.90277777777778,0.194444444444444,0.0277777777777777,0,72,45,1,,,0,1,0,0,1,0,1,0,0,0,0,3
9,0,2,0,2,5,0,3,2.25,0,0.5,0,0.5,1.25,0,0.75,0,4,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
44,11,4,0,12,17,0,0,2.93333333333333,0.733333333333333,0.266666666666667,0,0.8,1.13333333333333,0,0,0,15,,1,,,0,0,1,0,1,0,0,0,0,0,0,2
4630,125,2029,33,603,1708,132,14,19.2116182572614,0.518672199170125,8.41908713692946,0.136929460580913,2.50207468879668,7.08713692946058,0.547717842323651,0.0580912863070539,1,241,25,1,,20,0,1,1,1,1,0,0,1,0,0,0,5
29,4,11,0,3,11,0,0,2.23076923076923,0.307692307692308,0.846153846153846,0,0.230769230769231,0.846153846153846,0,0,0,13,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
42,4,8,0,7,22,1,0,1.82608695652174,0.173913043478261,0.347826086956522,0,0.304347826086956,0.956521739130435,0.0434782608695652,0,1,23,,1,,,0,0,0,1,1,0,0,0,0,0,0,2
28,6,4,0,0,16,2,0,1.86666666666667,0.4,0.266666666666667,0,0,1.06666666666667,0.133333333333333,0,1,15,25,,,,0,0,1,0,0,0,0,0,0,0,0,1
1280,89,449,11,231,395,105,2,14.0659340659341,0.978021978021978,4.93406593406593,0.120879120879121,2.53846153846154,4.34065934065934,1.15384615384615,0.0219780219780219,0,91,55,1,200,10,0,1,0,1,1,0,0,1,0,0,0,4
773,23,252,2,112,360,24,1,7.43269230769231,0.221153846153846,2.42307692307692,0.0192307692307692,1.07692307692308,3.46153846153846,0.230769230769231,0.0096153846153846,0,104,25,,,20,0,1,0,1,1,0,0,1,1,0,0,5
25,0,7,0,4,12,2,2,1.78571428571429,0,0.5,0,0.285714285714286,0.857142857142857,0.142857142857143,0.142857142857143,0,14,,1,,8,0,0,0,1,1,0,0,1,0,0,0,3
119,28,26,0,23,36,6,1,3.4,0.8,0.742857142857143,0,0.657142857142857,1.02857142857143,0.171428571428571,0.0285714285714285,0,35,,1,200,1,0,1,0,1,1,0,0,0,0,0,0,3
110,8,32,0,20,44,6,1,3.05555555555556,0.222222222222222,0.888888888888889,0,0.555555555555556,1.22222222222222,0.166666666666667,0.0277777777777777,0,36,,1,,,0,0,0,1,1,1,0,0,0,0,0,3
34,2,8,0,5,18,1,2,2,0.117647058823529,0.470588235294118,0,0.294117647058823,1.05882352941176,0.0588235294117647,0.117647058823529,0,17,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
7,0,1,0,0,4,2,0,1.16666666666667,0,0.166666666666667,0,0,0.666666666666667,0.333333333333333,0,0,6,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,25,1,,,0,0,0,1,0,0,0,0,0,0,0,1
53,6,19,0,9,15,4,4,3.11764705882353,0.352941176470588,1.11764705882353,0,0.529411764705882,0.882352941176471,0.235294117647059,0.235294117647059,0,17,,,,,0,1,0,1,1,1,0,0,1,0,0,5
86,3,31,1,11,34,6,4,3.44,0.12,1.24,0.04,0.44,1.36,0.24,0.16,0,25,45,1,,10,0,1,0,1,0,1,1,1,1,1,0,7
2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,35,1,,,0,0,0,1,0,0,0,0,0,0,0,1
8,0,2,0,1,5,0,1,1.14285714285714,0,0.285714285714286,0,0.142857142857143,0.714285714285714,0,0.142857142857143,0,7,,1,,,0,1,0,0,0,0,0,0,0,0,0,1
3,0,1,0,0,1,1,1,1,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,1,3,,,,,0,0,0,1,0,0,0,0,0,0,0,1
2047,24,742,3,450,796,32,0,43.5531914893617,0.51063829787234,15.7872340425532,0.0638297872340425,9.57446808510638,16.936170212766,0.680851063829787,0,0,47,,,,,0,0,1,1,1,0,0,1,0,0,0,4
500,24,111,1,128,218,18,23,12.8205128205128,0.615384615384615,2.84615384615385,0.0256410256410256,3.28205128205128,5.58974358974359,0.461538461538462,0.58974358974359,1,39,25,1,,,0,1,0,0,1,0,0,1,1,0,0,4
979,15,311,4,156,445,48,14,10.8777777777778,0.166666666666667,3.45555555555556,0.0444444444444444,1.73333333333333,4.94444444444444,0.533333333333333,0.155555555555555,0,90,45,1,50,5,0,1,1,1,1,0,0,1,1,0,0,6
5,0,5,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,1,2,25,1,,10,0,0,0,1,1,0,0,1,0,0,0,3
716,10,248,3,68,350,37,4,11.7377049180328,0.163934426229508,4.0655737704918,0.0491803278688524,1.11475409836066,5.73770491803279,0.60655737704918,0.0655737704918032,0,61,45,,,,0,0,0,1,1,1,0,1,0,0,0,4
153,2,64,0,37,50,0,0,76.5,1,32,0,18.5,25,0,0,0,2,,0,,,0,1,0,1,0,1,1,1,1,0,0,6
2321,83,871,6,417,825,119,33,24.6914893617021,0.882978723404255,9.26595744680851,0.0638297872340425,4.43617021276596,8.77659574468085,1.26595744680851,0.351063829787234,0,94,,,,29,0,1,0,1,1,1,0,0,1,1,0,6
92,4,24,0,17,46,1,0,3.28571428571429,0.142857142857143,0.857142857142857,0,0.607142857142857,1.64285714285714,0.0357142857142857,0,0,28,25,,,,0,1,1,0,1,0,0,0,0,0,0,3
10,2,1,0,4,2,1,0,1.42857142857143,0.285714285714286,0.142857142857143,0,0.571428571428571,0.285714285714286,0.142857142857143,0,0,7,45,1,,12,0,0,0,0,0,0,0,1,0,0,0,1
493,11,304,0,65,111,2,2,9.86,0.22,6.08,0,1.3,2.22,0.04,0.04,1,50,,1,,,0,1,0,0,1,0,0,0,1,0,0,3
176,31,41,2,42,50,10,1,8.38095238095238,1.47619047619048,1.95238095238095,0.0952380952380952,2,2.38095238095238,0.476190476190476,0.0476190476190476,0,21,,,,,0,0,0,1,0,0,0,0,0,0,0,1
18,0,4,0,2,12,0,0,2.57142857142857,0,0.571428571428571,0,0.285714285714286,1.71428571428571,0,0,0,7,,1,,,0,0,0,0,0,0,1,0,1,0,0,2
378,33,120,3,72,138,12,1,4.3448275862069,0.379310344827586,1.37931034482759,0.0344827586206896,0.827586206896552,1.58620689655172,0.137931034482759,0.0114942528735632,0,87,,1,,,0,0,0,1,1,0,0,0,1,0,0,3
112,15,26,1,20,23,27,3,4.66666666666667,0.625,1.08333333333333,0.0416666666666666,0.833333333333333,0.958333333333333,1.125,0.125,0,24,,,200,17,0,1,0,0,0,0,0,0,1,0,0,2
2,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0.5,1,2,35,1,,,0,1,0,1,0,0,0,0,0,0,0,2
90,4,14,0,15,51,6,0,3.6,0.16,0.56,0,0.6,2.04,0.24,0,0,25,45,,,16,0,0,0,0,1,0,0,0,0,0,0,1
7,0,3,0,1,3,0,1,1.75,0,0.75,0,0.25,0.75,0,0.25,0,4,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
12,1,2,1,0,5,3,1,2,0.166666666666667,0.333333333333333,0.166666666666667,0,0.833333333333333,0.5,0.166666666666667,0,6,25,,,,0,0,0,1,0,0,0,0,0,0,0,1
1786,63,694,13,238,703,75,4,14.4032258064516,0.508064516129032,5.59677419354839,0.104838709677419,1.91935483870968,5.66935483870968,0.604838709677419,0.032258064516129,1,124,45,,,10,0,0,1,1,0,0,0,1,0,0,0,3
160,6,38,0,24,88,4,9,3.80952380952381,0.142857142857143,0.904761904761905,0,0.571428571428571,2.0952380952381,0.0952380952380952,0.214285714285714,0,42,35,1,,,0,0,1,0,1,0,0,1,0,0,0,3
148,3,49,0,23,72,1,12,5.48148148148148,0.111111111111111,1.81481481481482,0,0.851851851851852,2.66666666666667,0.037037037037037,0.444444444444444,0,27,,1,,,0,0,0,1,1,0,0,1,0,0,0,3
28,2,6,0,6,13,1,1,3.11111111111111,0.222222222222222,0.666666666666667,0,0.666666666666667,1.44444444444444,0.111111111111111,0.111111111111111,0,9,45,,200,10,0,1,0,1,0,0,0,0,0,0,0,2
552,37,229,4,93,174,15,12,8,0.536231884057971,3.31884057971014,0.0579710144927536,1.34782608695652,2.52173913043478,0.217391304347826,0.173913043478261,0,69,45,,,2,0,1,0,1,1,0,0,1,1,0,0,5
3,0,1,0,1,1,0,0,1.5,0,0.5,0,0.5,0.5,0,0,0,2,,1,,,0,0,0,0,1,0,0,0,0,0,0,1
365,22,141,8,80,96,18,0,7.76595744680851,0.468085106382979,3,0.170212765957447,1.70212765957447,2.04255319148936,0.382978723404255,0,0,47,25,0,,,0,0,1,1,1,0,0,1,1,0,0,5
5,0,1,0,0,3,1,2,1.66666666666667,0,0.333333333333333,0,0,1,0.333333333333333,0.666666666666667,0,3,35,1,,,0,0,0,1,1,0,0,0,0,0,0,2
1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,1,,,0,0,0,1,0,0,0,0,0,0,0,1
305,12,114,5,60,97,17,7,12.7083333333333,0.5,4.75,0.208333333333333,2.5,4.04166666666667,0.708333333333333,0.291666666666667,0,24,45,1,,,0,1,0,1,0,0,0,0,1,0,0,3
461,5,227,3,38,184,4,0,17.0740740740741,0.185185185185185,8.40740740740741,0.111111111111111,1.40740740740741,6.81481481481482,0.148148148148148,0,1,27,,0,,,0,0,0,1,1,0,0,0,0,0,0,2
23,3,5,0,1,14,0,3,1.76923076923077,0.230769230769231,0.384615384615385,0,0.0769230769230769,1.07692307692308,0,0.230769230769231,0,13,45,1,450,2,0,1,0,0,0,0,0,1,1,0,0,3
26,1,6,1,8,9,1,0,2.6,0.1,0.6,0.1,0.8,0.9,0.1,0,0,10,45,1,,,0,0,1,0,0,0,0,0,0,0,0,1
263,26,54,0,74,105,4,31,7.73529411764706,0.764705882352941,1.58823529411765,0,2.17647058823529,3.08823529411765,0.117647058823529,0.911764705882353,0,34,,1,,,0,0,1,1,1,0,0,1,0,0,0,4
25,2,0,0,5,15,3,0,1.5625,0.125,0,0,0.3125,0.9375,0.1875,0,1,16,45,1,,,0,0,0,1,0,0,0,0,0,0,0,1
33,2,6,1,0,23,1,1,5.5,0.333333333333333,1,0.166666666666667,0,3.83333333333333,0.166666666666667,0.166666666666667,0,6,,1,130,9,0,1,0,1,1,1,0,1,0,0,0,5
40,11,7,2,4,15,1,0,2.10526315789474,0.578947368421053,0.368421052631579,0.105263157894737,0.210526315789474,0.789473684210526,0.0526315789473684,0,0,19,,,,20,0,0,0,1,1,0,1,0,0,0,0,3
4,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,4,,,,,0,0,0,0,1,0,0,0,0,0,0,1
4,0,3,0,0,1,0,0,1.33333333333333,0,1,0,0,0.333333333333333,0,0,0,3,25,1,,,0,1,1,1,1,0,1,1,1,1,1,9
8,0,1,0,1,6,0,2,1.33333333333333,0,0.166666666666667,0,0.166666666666667,1,0,0.333333333333333,1,6,,1,,,0,0,0,1,1,1,0,0,0,0,0,3
3,0,0,0,0,3,0,2,1.5,0,0,0,0,1.5,0,1,0,2,,1,,,0,0,1,0,0,0,0,0,0,0,0,1
531,35,238,8,64,155,31,20,5.53125,0.364583333333333,2.47916666666667,0.0833333333333333,0.666666666666667,1.61458333333333,0.322916666666667,0.208333333333333,0,96,25,1,30,,0,1,1,1,1,0,1,1,0,1,0,7
362,18,125,3,48,153,15,4,6.58181818181818,0.327272727272727,2.27272727272727,0.0545454545454545,0.872727272727273,2.78181818181818,0.272727272727273,0.0727272727272727,0,55,,,,20,0,1,1,1,1,1,1,1,1,0,0,8
1122,87,417,11,137,416,54,12,6.52325581395349,0.505813953488372,2.42441860465116,0.063953488372093,0.796511627906977,2.41860465116279,0.313953488372093,0.0697674418604651,0,172,,1,100,5,0,1,0,1,1,0,1,1,1,0,0,6
1351,61,355,4,300,619,12,2,9.51408450704225,0.429577464788732,2.5,0.028169014084507,2.11267605633803,4.35915492957747,0.0845070422535211,0.0140845070422535,1,142,,1,,10,0,1,1,1,1,0,1,1,0,0,0,6
2,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,0,1,35,1,,,0,1,0,0,1,0,0,0,0,0,0,2
202,29,56,1,30,76,10,5,5.94117647058824,0.852941176470588,1.64705882352941,0.0294117647058823,0.882352941176471,2.23529411764706,0.294117647058823,0.147058823529412,0,34,,1,,10,0,0,0,1,1,0,1,0,0,1,0,4
22,2,4,0,1,14,1,7,2.2,0.2,0.4,0,0.1,1.4,0.1,0.7,0,10,45,,,,0,0,0,1,0,0,0,0,0,0,0,1
22,0,10,0,6,6,0,0,2.44444444444444,0,1.11111111111111,0,0.666666666666667,0.666666666666667,0,0,0,9,25,1,100,5,0,1,0,1,1,0,0,1,1,1,0,6
40,1,15,0,7,15,2,1,3.63636363636364,0.0909090909090909,1.36363636363636,0,0.636363636363636,1.36363636363636,0.181818181818182,0.0909090909090909,0,11,,1,200,19,0,1,0,1,0,0,0,0,0,0,0,2
